Detector geometry infos
Layer / Ladder / Module / Mid_Strip / Mid_Segment / Xrange / Yrange / Zrange / Xmid / Ymid / Zmid
5 / 4 / 24 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / -29.4802
5 / 4 / 25 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / -24.6708
5 / 4 / 26 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / -21.3316
5 / 4 / 27 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / -16.6374
5 / 4 / 28 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / -12.9733
5 / 4 / 29 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / -8.39716
5 / 4 / 30 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / -4.3997
5 / 4 / 31 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / 0.0552776
5 / 4 / 32 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / 4.3948
5 / 4 / 33 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / 8.39258
5 / 4 / 34 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / 12.9688
5 / 4 / 35 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / 16.6332
5 / 4 / 36 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / 21.3275
5 / 4 / 37 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / 24.6669
5 / 4 / 38 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / 29.4764
5 / 4 / 39 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / 32.499
5 / 4 / 40 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / 37.4207
5 / 4 / 41 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / 40.1344
5 / 4 / 42 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / 45.1656
5 / 4 / 43 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / 47.5782
5 / 4 / 44 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / 52.716
5 / 4 / 45 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / 54.8351
5 / 4 / 46 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 9.11353 / 22.002 / 60.0769
5 / 4 / 47 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48144 / 8.88224 / 21.4436 / 61.9098
5 / 4 / 48 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 9.11353 / 22.002 / 67.253
5 / 4 / 49 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 8.88224 / 21.4436 / 68.8069
5 / 4 / 50 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 9.11353 / 22.002 / 74.249
5 / 4 / 51 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 8.88224 / 21.4436 / 75.5308
5 / 4 / 52 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 9.11353 / 22.002 / 81.0693
5 / 4 / 53 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 8.88224 / 21.4436 / 82.0859
5 / 4 / 54 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 9.11353 / 22.002 / 87.7184
5 / 4 / 55 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 8.88224 / 21.4436 / 88.4765
5 / 4 / 56 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 9.11353 / 22.002 / 94.2006
5 / 4 / 57 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 8.88224 / 21.4436 / 94.7067
5 / 4 / 58 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 9.11353 / 22.002 / 100.52
5 / 4 / 59 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 8.88224 / 21.4436 / 100.78
5 / 4 / 60 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 9.11353 / 22.002 / 106.681
5 / 4 / 61 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 8.88224 / 21.4436 / 106.702
5 / 4 / 62 / 479.5 / 15.5 / -8.86001 / 3.66993 / 4.48143 / 9.11353 / 22.002 / 112.687
5 / 5 / 0 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / -112.687
5 / 5 / 1 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / -106.702
5 / 5 / 2 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / -106.681
5 / 5 / 3 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / -100.781
5 / 5 / 4 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / -100.521
5 / 5 / 5 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / -94.7074
5 / 5 / 6 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / -94.2014
5 / 5 / 7 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / -88.4775
5 / 5 / 8 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / -87.7196
5 / 5 / 9 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / -82.0872
5 / 5 / 10 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / -81.0707
5 / 5 / 11 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / -75.5323
5 / 5 / 12 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / -74.2507
5 / 5 / 13 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / -68.8087
5 / 5 / 14 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / -67.2551
5 / 5 / 15 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / -61.9119
5 / 5 / 16 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / -60.0793
5 / 5 / 17 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / -54.8375
5 / 5 / 18 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / -52.7187
5 / 5 / 19 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / -47.581
5 / 5 / 20 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / -45.1686
5 / 5 / 21 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / -40.1376
5 / 5 / 22 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / -37.4241
5 / 5 / 23 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / -32.5025
5 / 5 / 24 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / -29.4802
5 / 5 / 25 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / -24.6708
5 / 5 / 26 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / -21.3316
5 / 5 / 27 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / -16.6374
5 / 5 / 28 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / -12.9733
5 / 5 / 29 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / -8.39716
5 / 5 / 30 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / -4.3997
5 / 5 / 31 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / 0.0552776
5 / 5 / 32 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / 4.3948
5 / 5 / 33 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / 8.39258
5 / 5 / 34 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / 12.9688
5 / 5 / 35 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / 16.6332
5 / 5 / 36 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / 21.3275
5 / 5 / 37 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / 24.6669
5 / 5 / 38 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / 29.4764
5 / 5 / 39 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / 32.499
5 / 5 / 40 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / 37.4207
5 / 5 / 41 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / 40.1344
5 / 5 / 42 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / 45.1656
5 / 5 / 43 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / 47.5782
5 / 5 / 44 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / 52.716
5 / 5 / 45 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / 54.8351
5 / 5 / 46 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.9722 / 60.0769
5 / 5 / 47 / 479.5 / 15.5 / -9.59 / 0 / 4.48144 / 4.76837e-07 / 21.3678 / 61.9098
5 / 5 / 48 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / 67.253
5 / 5 / 49 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / 68.8069
5 / 5 / 50 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / 74.249
5 / 5 / 51 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / 75.5308
5 / 5 / 52 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / 81.0693
5 / 5 / 53 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / 82.0859
5 / 5 / 54 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / 87.7184
5 / 5 / 55 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / 88.4765
5 / 5 / 56 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / 94.2006
5 / 5 / 57 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / 94.7067
5 / 5 / 58 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / 100.52
5 / 5 / 59 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / 100.78
5 / 5 / 60 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / 106.681
5 / 5 / 61 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.3678 / 106.702
5 / 5 / 62 / 479.5 / 15.5 / -9.59 / 0 / 4.48143 / 4.76837e-07 / 21.9722 / 112.687
5 / 6 / 0 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / -112.687
5 / 6 / 1 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / -106.702
5 / 6 / 2 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / -106.681
5 / 6 / 3 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / -100.781
5 / 6 / 4 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / -100.521
5 / 6 / 5 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / -94.7074
5 / 6 / 6 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / -94.2014
5 / 6 / 7 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / -88.4775
5 / 6 / 8 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / -87.7196
5 / 6 / 9 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / -82.0872
5 / 6 / 10 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / -81.0707
5 / 6 / 11 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / -75.5323
5 / 6 / 12 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / -74.2507
5 / 6 / 13 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / -68.8087
5 / 6 / 14 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / -67.2551
5 / 6 / 15 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / -61.9119
5 / 6 / 16 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / -60.0793
5 / 6 / 17 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / -54.8375
5 / 6 / 18 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / -52.7187
5 / 6 / 19 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / -47.581
5 / 6 / 20 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / -45.1686
5 / 6 / 21 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / -40.1376
5 / 6 / 22 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / -37.4241
5 / 6 / 23 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / -32.5025
5 / 6 / 24 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / -29.4802
5 / 6 / 25 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / -24.6708
5 / 6 / 26 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / -21.3316
5 / 6 / 27 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / -16.6374
5 / 6 / 28 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / -12.9733
5 / 6 / 29 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / -8.39716
5 / 6 / 30 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / -4.3997
5 / 6 / 31 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / 0.0552776
5 / 6 / 32 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / 4.3948
5 / 6 / 33 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / 8.39258
5 / 6 / 34 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / 12.9688
5 / 6 / 35 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / 16.6332
5 / 6 / 36 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / 21.3275
5 / 6 / 37 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / 24.6669
5 / 6 / 38 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / 29.4764
5 / 6 / 39 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / 32.499
5 / 6 / 40 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / 37.4207
5 / 6 / 41 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / 40.1344
5 / 6 / 42 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / 45.1656
5 / 6 / 43 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / 47.5782
5 / 6 / 44 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / 52.716
5 / 6 / 45 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / 54.8351
5 / 6 / 46 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -9.11353 / 22.002 / 60.0769
5 / 6 / 47 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48144 / -8.88224 / 21.4436 / 61.9098
5 / 6 / 48 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / 67.253
5 / 6 / 49 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / 68.8069
5 / 6 / 50 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / 74.249
5 / 6 / 51 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / 75.5308
5 / 6 / 52 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / 81.0693
5 / 6 / 53 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / 82.0859
5 / 6 / 54 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / 87.7184
5 / 6 / 55 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / 88.4765
5 / 6 / 56 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / 94.2006
5 / 6 / 57 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / 94.7067
5 / 6 / 58 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / 100.52
5 / 6 / 59 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / 100.78
5 / 6 / 60 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / 106.681
5 / 6 / 61 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -8.88224 / 21.4436 / 106.702
5 / 6 / 62 / 479.5 / 15.5 / -8.86001 / -3.66993 / 4.48143 / -9.11353 / 22.002 / 112.687
5 / 7 / 0 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / -112.687
5 / 7 / 1 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.1093 / 15.1093 / -106.702
5 / 7 / 2 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / -106.681
5 / 7 / 3 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.1093 / 15.1093 / -100.781
5 / 7 / 4 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / -100.521
5 / 7 / 5 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.1093 / 15.1093 / -94.7074
5 / 7 / 6 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / -94.2014
5 / 7 / 7 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.1093 / 15.1093 / -88.4775
5 / 7 / 8 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / -87.7196
5 / 7 / 9 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.1093 / 15.1093 / -82.0872
5 / 7 / 10 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / -81.0707
5 / 7 / 11 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.1093 / 15.1093 / -75.5323
5 / 7 / 12 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / -74.2507
5 / 7 / 13 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.1093 / 15.1093 / -68.8087
5 / 7 / 14 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / -67.2551
5 / 7 / 15 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / -61.9119
5 / 7 / 16 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / -60.0793
5 / 7 / 17 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / -54.8375
5 / 7 / 18 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / -52.7187
5 / 7 / 19 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / -47.581
5 / 7 / 20 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / -45.1686
5 / 7 / 21 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / -40.1376
5 / 7 / 22 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / -37.4241
5 / 7 / 23 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / -32.5025
5 / 7 / 24 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / -29.4802
5 / 7 / 25 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / -24.6708
5 / 7 / 26 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / -21.3316
5 / 7 / 27 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / -16.6374
5 / 7 / 28 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / -12.9733
5 / 7 / 29 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / -8.39716
5 / 7 / 30 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / -4.3997
5 / 7 / 31 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / 0.0552776
5 / 7 / 32 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / 4.3948
5 / 7 / 33 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / 8.39258
5 / 7 / 34 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / 12.9688
5 / 7 / 35 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / 16.6332
5 / 7 / 36 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / 21.3275
5 / 7 / 37 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / 24.6669
5 / 7 / 38 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / 29.4764
5 / 7 / 39 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / 32.499
5 / 7 / 40 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / 37.4207
5 / 7 / 41 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / 40.1344
5 / 7 / 42 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / 45.1656
5 / 7 / 43 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / 47.5782
5 / 7 / 44 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / 52.716
5 / 7 / 45 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / 54.8351
5 / 7 / 46 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.5367 / 15.5367 / 60.0769
5 / 7 / 47 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48144 / -15.1093 / 15.1093 / 61.9098
5 / 7 / 48 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / 67.253
5 / 7 / 49 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.1093 / 15.1093 / 68.8069
5 / 7 / 50 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / 74.249
5 / 7 / 51 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.1093 / 15.1093 / 75.5308
5 / 7 / 52 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / 81.0693
5 / 7 / 53 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.1093 / 15.1093 / 82.0859
5 / 7 / 54 / 479.5 / 15.5 / -6.78115 / -6.78115 / 4.48143 / -15.5367 / 15.5367 / 87.7184
